id,category,title,subject,fits,site,url,author,licence,format,obtained,login,local_path,size_mm,scale,triangles,quality,detail,note
brass-m8-tapered-battery-terminal-posts-extenders-pos-and-ne-grabcad,electrical,"BRASS M8 TAPERED BATTERY TERMINAL POSTS/EXTENDERS, POS AND NEG",Brass tapered battery posts (M8),close,GrabCAD,https://grabcad.com/library/brass-m8-tapered-battery-terminal-posts-extenders-pos-and-neg-1,George Buchert,GrabCAD terms (free download with account),step,no,yes,,,1:1,,3,"formats listed: SOLIDWORKS,STEP / IGES,Rendering",dl60
m10-power-post-grabcad,electrical,M10 Power Post,M10 power/distribution post,close,GrabCAD,https://grabcad.com/library/m10-power-post-1,Refael Cohen,GrabCAD terms (free download with account),step,no,yes,,,1:1,,3,"formats listed: STEP / IGES,Rendering",dl18
heavy-duty-bus-bar-300a-4xm8-grabcad,electrical,Heavy Duty Bus Bar 300A (4xM8),300 A 4-stud busbar,different,GrabCAD,https://grabcad.com/library/heavy-duty-bus-bar-300a-4xm8-1,Mykola K,GrabCAD terms (free download with account),step,no,yes,,,1:1,,3,"formats listed: PTC Creo Elements,Solid Edge,STEP / IGES,Rendering",dl68
psp-1000-joystick-grabcad,electrical,Psp 1000 Joystick,PSP-1000 thumbstick,close,GrabCAD,https://grabcad.com/library/psp-1000-joystick-1,Veturis,GrabCAD terms (free download with account),step,no,yes,,,1:1,,4,"formats listed: STEP / IGES,STL,Rendering",Mirror thumbstick candidate (P156). dl892
psp-style-tht-mini-joystick-grabcad,electrical,PSP style THT Mini Joystick,PSP-style THT mini joystick,close,GrabCAD,https://grabcad.com/library/psp-style-tht-mini-joystick-1,Snake____1,GrabCAD terms (free download with account),step,no,yes,,,1:1,,4,"formats listed: STEP / IGES,Rendering",dl150
analog-thumb-joystick-grabcad,electrical,Analog Thumb Joystick,Analog thumb joystick,close,GrabCAD,https://grabcad.com/library/analog-thumb-joystick-1,Park SungYong,GrabCAD terms (free download with account),solidworks 2015,no,yes,,,1:1,,3,"formats listed: SOLIDWORKS 2015,Rendering",dl1017
dual-axis-xy-joystick-module-with-push-button-grabcad,electrical,Dual-axis XY Joystick Module with push button,Dual-axis joystick module with push,close,GrabCAD,https://grabcad.com/library/dual-axis-xy-joystick-module-with-push-button-1,Tine Logar,GrabCAD terms (free download with account),step,no,yes,,,1:1,,3,"formats listed: SOLIDWORKS 2016,STEP / IGES,Rendering",dl7895
serial-can-bus-module-seeedstudio-114991377-grabcad,electrical,"Serial CAN-BUS Module (SeeedStudio, 114991377)",Seeed serial CAN-bus module,different,GrabCAD,https://grabcad.com/library/serial-can-bus-module-seeedstudio-114991377-1,CHAPLARD,GrabCAD terms (free download with account),step,no,yes,,,1:1,,3,"formats listed: STEP / IGES,Rendering",dl93
car-steering-combination-switch-grabcad,electrical,Car steering combination switch,Generic steering-column combination switch (not Mazda),different,GrabCAD,https://grabcad.com/library/car-steering-combination-switch-1,Nithesh Shetty,GrabCAD terms (free download with account),step,no,yes,,,1:1,,2,"formats listed: STEP / IGES,Rendering",dl97
ignition-switch-delphi-50988-grabcad,electrical,Ignition switch Delphi 50988,Delphi ignition switch (not Mazda),different,GrabCAD,https://grabcad.com/library/ignition-switch-delphi-50988-1,Bale,GrabCAD terms (free download with account),step,no,yes,,,1:1,,2,"formats listed: STEP / IGES,Rendering",dl233
wiper-motor-15-grabcad,electrical,Wiper motor,Generic automotive wiper motor (not Mazda),different,GrabCAD,https://grabcad.com/library/wiper-motor-15,Ales A. Travnicek,GrabCAD terms (free download with account),step,no,yes,,,1:1,,3,"formats listed: STEP / IGES,Rendering",2043 downloads. dl2043
wiper-motor-2-grabcad,electrical,Wiper motor,Generic automotive wiper motor,different,GrabCAD,https://grabcad.com/library/wiper-motor-2,Ilirjan Leci,GrabCAD terms (free download with account),step,no,yes,,,1:1,,3,"formats listed: CATIA,Parasolid,PTC Creo Parametric,SOLIDWORKS 2015,Solid Edge 20,STEP / IGES,Rendering",dl1137
dt04-2p-grabcad,electrical,DT04-2P,"Deutsch DT04-2P (community, lunchbox)",exact,GrabCAD,https://grabcad.com/library/dt04-2p,lunchbox,GrabCAD terms (free download with account),step,no,yes,,,1:1,,4,"formats listed: Autodesk Inventor 2011,STEP / IGES,STL,Rendering",Official TE models already downloaded. dl642
dt04-12p-l012-grabcad,electrical,DT04-12P-L012,Deutsch DT04-12P-L012 flanged receptacle (community),exact,GrabCAD,https://grabcad.com/library/dt04-12p-l012,lunchbox,GrabCAD terms (free download with account),step,no,yes,,,1:1,,4,"formats listed: Autodesk Inventor 2011,SOLIDWORKS,STEP / IGES,STL,Rendering",dl574
dt04-6p-l012-bulkhead-grabcad,electrical,DT04-6P-L012 BULKHEAD,Deutsch DT04-6P-L012 flanged bulkhead receptacle,exact,GrabCAD,https://grabcad.com/library/dt04-6p-l012-bulkhead-1,Kev McCabe,GrabCAD terms (free download with account),step,no,yes,,,1:1,,4,formats listed: STEP / IGES,"Flange-mount variant, relevant to enclosure pass-throughs. dl85"
dt06-12s-grabcad,electrical,DT06-12S,Deutsch DT06-12S (community),exact,GrabCAD,https://grabcad.com/library/dt06-12s,lunchbox,GrabCAD terms (free download with account),step,no,yes,,,1:1,,4,"formats listed: Autodesk Inventor 2011,SOLIDWORKS,STEP / IGES,STL,Rendering",dl599
deutsch-3-4-6-pin-printed-circuit-board-header-connectors-grabcad,electrical,"Deutsch 3, 4, 6 Pin Printed Circuit Board Header Connectors",Deutsch DT 3/4/6-pin PCB header connectors,exact,GrabCAD,https://grabcad.com/library/deutsch-3-4-6-pin-printed-circuit-board-header-connectors-1,Nelson Stoldt,GrabCAD terms (free download with account),step,no,yes,,,1:1,,4,"formats listed: FreeCAD,STEP / IGES,Rendering",DT13/DT15-type headers. dl292
deutsch-connector-flexible-boots-backshells-grabcad,electrical,Deutsch Connector Flexible Boots / Backshells,Deutsch DT flexible boots/backshells,close,GrabCAD,https://grabcad.com/library/deutsch-connector-flexible-boots-backshells-1,Genis,GrabCAD terms (free download with account),step,no,yes,,,1:1,,3,"formats listed: STEP / IGES,Rendering",dl494
littelfuse-fuse-holder-3d-models-form,electrical,Littelfuse commercial-vehicle fuse holder 3D models (landing page),Littelfuse fuse holders incl. sealed ATO/MINI holders (MIDI/MEGA holders in the range),close,info.littelfuse.com,https://info.littelfuse.com/cvp-fuse-holder-3d-models-landing-page,Littelfuse,manufacturer download behind a contact form,step,no,yes,,,1:1,,5,,"Also https://info.littelfuse.com/ato-mini-sealed-fuse-holder-3d-model-landing-page and https://info.littelfuse.com/ato-afh-series-landing-page. Form-gated, not fetched."
littelfuse-mini-fuse-3dcontentcentral,electrical,Littelfuse mini fuse blade fuse 25 amp 0297025,Littelfuse MINI blade fuse,different,3D ContentCentral,https://www.3dcontentcentral.com/Download-Model.aspx?catalogid=171&id=726936,Littelfuse (supplier catalog),3D ContentCentral terms (free account),step,no,yes,,,1:1,,5,,MINI (ATM) not ATO; the ATO model was obtained from pcb-3d.com.
bluesea-official-product-cad-blocked,electrical,"Blue Sea Systems product pages (5191, 5502/5007100, 2300, 9003e, 2003, 5006)","Blue Sea Systems MRBF block, Class-T block, 2300 busbar, e-Series switch, PowerPost, MIDI holder",exact,bluesea.com,https://www.bluesea.com/products/5191/MRBF_Terminal_Fuse_Block_-_30_to_300A,Blue Sea Systems,manufacturer site,drawing,no,no,,,1:1,,,,"bluesea.com answers 403 to scripted requests (curl and fetch), and the archived page lists no CAD links. Nothing was fetched. Open it in a browser to check for spec-sheet or CAD downloads. Community models of the 2300, 6006/6008 and the MRBF block are recorded under GrabCAD (login)."
fb-tail-light-housing-rh-scan-printables-giooig13,parts,FB RX7 Tail Light Passenger Side Housing,"1979-85 SA22C/FB rear tail light housing, passenger (right) side, 3D scan",exact,printables,https://www.printables.com/model/993677-fb-rx7-tail-light-passenger-side-housing,GiooiG13,Creative Commons — Attribution — Noncommercial,stl,yes,no,01-REFERENCE/model/library/parts/fb-tail-light-housing-rh-scan-printables-giooig13,,1:1,1065874,3,"Housing only (scan mesh, ~1.07M tris); no lens/bulb detail separated","extents as found: 479.14; 217.06; 210.59 mm (3mf may load as m in trimesh). FB wraparound lamp housing. No description by author. Extents ~479x217x211 mm, consistent with 1:1 mm. Scan - check lens/mounting stud positions against the real part."
fb-turn-signal-canceler-bridge-printables-themagicd,parts,Rx7 FB and other Mazda turn signal canceler bridge,1980-85 RX-7 combination switch turn-signal cancel bridge (spring bridge),exact,printables,https://www.printables.com/model/260517-rx7-fb-and-other-mazda-turn-signal-canceler-bridge,TheMagicD,Creative Commons — Public Domain,stl,yes,no,01-REFERENCE/model/library/parts/fb-turn-signal-canceler-bridge-printables-themagicd,,1:1,348,3,Single small internal plastic part,extents as found: 56.85; 4.0; 20.33 mm (3mf may load as m in trimesh). Author broke original twice on 1980-85 combination switch; print 100% infill; notes Aliexpress complete combination switches ~30 USD.
fb-sunroof-latch-handle-printables-adnanklink,parts,RX7 Sunroof Latch Handle - First Generation FB,1979-85 FB sunroof latch handle (replacement),exact,printables,https://www.printables.com/model/318947-rx7-sunroof-latch-handle-first-generation-fb,adnanklink,Creative Commons — Attribution — Noncommercial — Share Alike,3mf/stl,yes,no,01-REFERENCE/model/library/parts/fb-sunroof-latch-handle-printables-adnanklink,,1:1,178040,4,"Handle only, fits original latch assembly; rotor-shaped grip (styled, not stock round)",extents as found: 0.11; 0.1; 0.02; 109.32; 104.48; 20.0 mm (3mf may load as m in trimesh). Reuses original heat-set insert; print on edge for spline strength. 3MF loads in metres in trimesh (0.109 m) = same as STL.
fb-glove-box-catch-printables-themagicd,parts,Rx7 Fb glove box catch,1985 FB glove box catch,exact,printables,https://www.printables.com/model/681842-rx7-fb-glove-box-catch,TheMagicD,Creative Commons — Attribution,stl,yes,no,01-REFERENCE/model/library/parts/fb-glove-box-catch-printables-themagicd,,1:1,5232,3,Two versions: long (tested) and short (untested),extents as found: 45.0; 45.0; 12.25; 45.0; 70.0; 12.25 mm (3mf may load as m in trimesh). Replacement for author's 85 FB; PETG.
fb-door-lock-guide-printables-lovc,parts,RX7 Fb Door Lock Guide,1979-85 FB door lock tab guide,exact,printables,https://www.printables.com/model/998734-rx7-fb-door-lock-guide,LoVC,Creative Commons — Attribution,stl,yes,no,01-REFERENCE/model/library/parts/fb-door-lock-guide-printables-lovc,,1:1,4560,3,"V1 tight-tolerance, V2 modified",extents as found: 36.81; 26.77; 11.0; 21.0; 34.0; 9.0 mm (3mf may load as m in trimesh). V1 follows original part measurements; straighter edges than OEM.
fb-wiper-grommet-printables-lovc,parts,RX7 FB Wiper Grommet,1979-85 FB wiper grommet,exact,printables,https://www.printables.com/model/998786-rx7-fb-wiper-grommet,LoVC,Creative Commons — Attribution,stl,yes,no,01-REFERENCE/model/library/parts/fb-wiper-grommet-printables-lovc,,1:1,1986,3,Grommet with 2 pop-rivet holes,extents as found: 29.0; 18.0; 7.0 mm (3mf may load as m in trimesh). Needs pop rivets.
rx7-emblem-printables-lovc,parts,Mazda Rx7 Emblem,1981-85 FB front and rear 'mazda' emblem,exact,printables,https://www.printables.com/model/998647-mazda-rx7-emblem,LoVC,Creative Commons — Attribution,3mf,yes,no,01-REFERENCE/model/library/parts/rx7-emblem-printables-lovc,,1:1,8768,3,Front and rear logo plates with guide prongs,extents as found: 155.07; 27.0; 10.0; 140.0; 24.38; 9.32 mm (3mf may load as m in trimesh). Not exact replica; text width/height close. 84-85 front emblem uses 3 prongs; glue on.
gx-rx7-emblem-printables-lovc,parts,GX RX7 Emblem,1981-83 FB 'GX' badge (Canadian market),close,printables,https://www.printables.com/model/998693-gx-rx7-emblem,LoVC,Creative Commons — Attribution,3mf/stl,yes,no,01-REFERENCE/model/library/parts/gx-rx7-emblem-printables-lovc,,1:1,2943388,3,Badge + blank + SVG text,extents as found: 50.0; 50.0; 5.0; 45.0; 45.0; 3.0 mm (3mf may load as m in trimesh). Modelled from photos. Our car is a US GS - GX badge does not apply but geometry style is similar.
fb-1985-dash-knob-printables-crazybandkid,parts,1985 mazda rx7 dash knob,1985 RX-7 dash knob (likely HVAC/lighting control knob),close,printables,https://www.printables.com/model/1746701-1985-mazda-rx7-dash-knob,just another crazy band kid,Creative Commons — Attribution,3mf,yes,no,01-REFERENCE/model/library/parts/fb-1985-dash-knob-printables-crazybandkid,,1:1,3614,2,Single knob,extents as found: 44.7; 44.7; 15.53 mm (3mf may load as m in trimesh). No description beyond 'replacement knob for the dash of my brothers rx7'. Which knob is unstated - verify against our 1982 dash (S2 knobs may differ from S3).
fb-hood-prop-bushing-printables-themagicd,parts,Mazda Rx7 Fb hood prop bushing,1979-85 FB hood prop rod pivot bushing,exact,printables,https://www.printables.com/model/681134-mazda-rx7-fb-hood-prop-bushing,TheMagicD,Creative Commons — Public Domain,stl,yes,no,01-REFERENCE/model/library/parts/fb-hood-prop-bushing-printables-themagicd,,1:1,3132,3,Single bushing,"extents as found: 10.7; 10.69; 25.0 mm (3mf may load as m in trimesh). Hammered onto prop rod end, clips into factory hole."
fb-electric-fan-shroud-printables-adnanklink,parts,Electric Fan Shroud for first gen RX7 FB,Electric fan shroud for 1979-85 FB stock radiator (Flex-a-lite 16 in fan),exact,printables,https://www.printables.com/model/298872-electric-fan-shroud-for-first-gen-rx7-fb,adnanklink,Creative Commons — Attribution — Noncommercial,3mf,yes,no,01-REFERENCE/model/library/parts/fb-electric-fan-shroud-printables-adnanklink,,1:1,55328,3,Multi-piece and one-piece versions,"extents as found: 0.58; 0.04; 0.44; 0.58; 0.02; 0.44 mm (3mf may load as m in trimesh). 3MF loads in metres in trimesh (0.58 x 0.44 m = 580 x 440 mm). Implies FB radiator core envelope; printed in polycarbonate; 10-32 screws + heat inserts. Cooling part, useful for engine-bay packaging."
sa22c-wiper-refresh-kit-printables-grantd,parts,SA22C RX7 Wiper Refresh Kit,1979-85 SA22C wiper linkage bushings and body mounts,exact,printables,https://www.printables.com/model/1594937-sa22c-rx7-wiper-refresh-kit,GrantD,Creative Commons — Attribution — Noncommercial — NoDerivatives,3mf/stl,yes,no,01-REFERENCE/model/library/parts/sa22c-wiper-refresh-kit-printables-grantd,,1:1,122432,3,"Anti-vibration mounts, firewall mounts, 3 tolerance variants of ball bushing",extents as found: 23.0; 23.0; 7.0; 25.0; 25.0; 8.25; 25.0; 25.0; 8.25; 25.0; 25.0; 8.25; 23.0; 23.0; 7.0; 658.92; 357.93; 8.25; 24.0; 24.0; 7.23; 30.0; 30.0; 4.0 mm (3mf may load as m in trimesh). Oval socket not yet included (author plans).
sa-gauge-pods-printables-grantd,parts,Gauge pods,52 mm gauge pod for SA22C A-pillar trim (GrantD),close,printables,https://www.printables.com/model/1594938-gauge-pods,GrantD,Creative Commons — Attribution — Noncommercial — Share Alike,stl,yes,no,01-REFERENCE/model/library/parts/sa-gauge-pods-printables-grantd,,1:1,63102,3,Pod body + base,extents as found: 56.49; 71.25; 56.5; 56.28; 45.0; 56.48 mm (3mf may load as m in trimesh). Fits 52.5 mm dia x 58.25 mm deep gauges; M3 heat-set inserts. Designed to mount on his printed SA A-pillar.
sa22c-cabin-light-switch-printables-grantd,parts,Mazda RX-7 SA22C Cabin Light Switch,SA22C cabin (dome) light switch slider,close,printables,https://www.printables.com/model/467216-mazda-rx-7-sa22c-cabin-light-switch,GrantD,Creative Commons — Attribution — Noncommercial,stl,yes,no,01-REFERENCE/model/library/parts/sa22c-cabin-light-switch-printables-grantd,,1:1,6508,3,Small switch actuator,extents as found: 11.5; 18.5; 7.1 mm (3mf may load as m in trimesh). SA22C 79-80; FB dome lamp likely same family - verify.
sa-radio-bezel-top-mount-plate-printables-grantd,parts,Mazda Rx-7 Radio Bezel Top Mount Plate,1979-80 RX-7 radio bezel top mount plate (part 60-406),close,printables,https://www.printables.com/model/467199-mazda-rx-7-radio-bezel-top-mount-plate,GrantD,Creative Commons — Public Domain,stl,yes,no,01-REFERENCE/model/library/parts/sa-radio-bezel-top-mount-plate-printables-grantd,,1:1,5026,4,Single plate,extents as found: 142.25; 41.8; 5.99 mm (3mf may load as m in trimesh). Dimensions taken directly from the original part. Check whether 81-85 dash uses the same plate.
sa-fb-bin-lid-piano-hinge-adapter-printables-grantd,parts,79-85 Mazda RX-7 Bin lid Piano Hinge adapter,1979-85 RX-7 rear storage bin lid to piano hinge adapter brackets,exact,printables,https://www.printables.com/model/768005-79-85-mazda-rx-7-bin-lid-piano-hinge-adapter,GrantD,Creative Commons — Attribution — Noncommercial,stl,yes,no,01-REFERENCE/model/library/parts/sa-fb-bin-lid-piano-hinge-adapter-printables-grantd,,1:1,2376,3,"Left, right, center bracket arms",extents as found: 153.3; 30.0; 2.75; 153.3; 30.0; 2.75; 206.0; 30.0; 2.75 mm (3mf may load as m in trimesh). Behind-seat storage bin lid.
sa-hood-emblem-8871-51-771b-printables-grantd,parts,79-80 RX-7 two pin Hood Emblem 8871-51-771B,1979-80 RX-7 two-pin hood emblem 8871-51-771B,close,printables,https://www.printables.com/model/634686-79-80-rx-7-two-pin-hood-emblem-8871-51-771b,GrantD,Creative Commons — Attribution — Noncommercial,stl,yes,no,01-REFERENCE/model/library/parts/sa-hood-emblem-8871-51-771b-printables-grantd,,1:1,111670,3,"Emblem plate, screw-mount variant",extents as found: 160.21; 26.91; 6.0 mm (3mf may load as m in trimesh). SA hood emblem; FB (81-85) uses a different emblem - see rx7-emblem-printables-lovc.
